
==================================================================================================================================
🏆 EXHAUSTIVE ANOMALIES REPORT (Factors appearing in >= 2 puzzles)
Sorted by Frequency (Count) -> then by Factor Size
Factor                              | Remainder    | Count    | Coverage %   | Puzzles
313037                              | 3587         | 2        |   3.28%       | [25, 75]
311153                              | 77020        | 2        |   3.28%       | [53, 58]
310571                              | 159321       | 2        |   3.28%       | [59, 63]
304561                              | 127341       | 2        |   3.28%       | [28, 41]
303491                              | 104990       | 2        |   3.28%       | [25, 41]
302837                              | 171016       | 2        |   3.28%       | [47, 80]
301943                              | 41737        | 2        |   3.28%       | [62, 125]
297457                              | 32933        | 2        |   3.28%       | [22, 63]
297247                              | 126062       | 2        |   3.28%       | [66, 75]
295313                              | 219956       | 2        |   3.28%       | [53, 69]
290027                              | 273283       | 2        |   3.28%       | [52, 115]
282439                              | 242410       | 2        |   3.28%       | [64, 66]
282407                              | 245730       | 2        |   3.28%       | [60, 65]
280703                              | 176623       | 2        |   3.28%       | [51, 56]
280327                              | 121611       | 2        |   3.28%       | [29, 41]
278671                              | 113683       | 2        |   3.28%       | [39, 52]
278279                              | 51474        | 2        |   3.28%       | [70, 95]
277789                              | 221901       | 2        |   3.28%       | [64, 105]
276239                              | 262886       | 2        |   3.28%       | [52, 53]
273551                              | 243492       | 2        |   3.28%       | [52, 58]
271471                              | 169382       | 2        |   3.28%       | [23, 45]
268297                              | 251934       | 2        |   3.28%       | [65, 110]
267887                              | 241062       | 2        |   3.28%       | [23, 27]
264743                              | 5070         | 2        |   3.28%       | [37, 60]
263899                              | 178130       | 2        |   3.28%       | [24, 61]
262747                              | 19719        | 2        |   3.28%       | [27, 29]
262349                              | 130632       | 2        |   3.28%       | [54, 66]
258101                              | 138419       | 2        |   3.28%       | [41, 100]
255349                              | 11101        | 2        |   3.28%       | [37, 50]
252541                              | 237267       | 2        |   3.28%       | [31, 39]
252391                              | 164377       | 2        |   3.28%       | [29, 120]
251473                              | 103441       | 2        |   3.28%       | [32, 68]
251291                              | 4100         | 2        |   3.28%       | [36, 44]
250499                              | 58271        | 2        |   3.28%       | [21, 54]
249089                              | 10709        | 2        |   3.28%       | [41, 68]
248177                              | 138812       | 2        |   3.28%       | [41, 57]
246343                              | 26195        | 2        |   3.28%       | [57, 70]
244379                              | 50960        | 2        |   3.28%       | [38, 59]
243203                              | 177227       | 2        |   3.28%       | [64, 100]
242419                              | 186218       | 2        |   3.28%       | [61, 68]
241441                              | 130722       | 2        |   3.28%       | [32, 69]
240509                              | 164567       | 2        |   3.28%       | [50, 110]
239779                              | 10018        | 2        |   3.28%       | [41, 115]
238747                              | 24066        | 2        |   3.28%       | [37, 50]
237547                              | 193183       | 2        |   3.28%       | [39, 67]
235979                              | 17078        | 2        |   3.28%       | [33, 51]
232811                              | 47591        | 2        |   3.28%       | [34, 38]
232187                              | 6635         | 2        |   3.28%       | [69, 115]
230959                              | 164497       | 2        |   3.28%       | [47, 115]
228617                              | 25805        | 2        |   3.28%       | [24, 64]
228353                              | 212034       | 2        |   3.28%       | [61, 68]
225457                              | 142089       | 2        |   3.28%       | [49, 60]
222389                              | 145334       | 2        |   3.28%       | [31, 95]
222349                              | 198340       | 2        |   3.28%       | [24, 50]
220859                              | 204541       | 2        |   3.28%       | [30, 54]
219941                              | 147106       | 2        |   3.28%       | [35, 68]
218629                              | 183910       | 2        |   3.28%       | [55, 115]
217733                              | 45067        | 2        |   3.28%       | [40, 115]
216967                              | 30892        | 2        |   3.28%       | [35, 45]
216233                              | 208720       | 2        |   3.28%       | [60, 95]
215179                              | 87705        | 2        |   3.28%       | [30, 53]
214849                              | 154132       | 2        |   3.28%       | [33, 44]
213973                              | 91700        | 2        |   3.28%       | [46, 55]
211507                              | 164934       | 2        |   3.28%       | [46, 56]
210391                              | 128636       | 2        |   3.28%       | [21, 23]
209401                              | 5160         | 2        |   3.28%       | [45, 56]
207661                              | 132402       | 2        |   3.28%       | [49, 52]
207433                              | 32148        | 2        |   3.28%       | [59, 67]
207269                              | 15866        | 2        |   3.28%       | [36, 39]
204397                              | 142316       | 2        |   3.28%       | [56, 62]
203323                              | 77921        | 2        |   3.28%       | [30, 120]
202289                              | 137888       | 2        |   3.28%       | [53, 54]
200171                              | 159533       | 2        |   3.28%       | [36, 52]
199399                              | 75865        | 2        |   3.28%       | [30, 110]
198899                              | 119419       | 2        |   3.28%       | [61, 100]
198533                              | 146165       | 2        |   3.28%       | [45, 100]
197767                              | 13819        | 2        |   3.28%       | [27, 42]
197341                              | 68506        | 2        |   3.28%       | [43, 105]
194413                              | 146812       | 2        |   3.28%       | [41, 55]
194113                              | 130673       | 2        |   3.28%       | [45, 70]
192767                              | 68619        | 2        |   3.28%       | [53, 125]
192317                              | 113151       | 2        |   3.28%       | [26, 68]
190763                              | 54149        | 2        |   3.28%       | [28, 49]
190649                              | 71138        | 2        |   3.28%       | [34, 60]
182713                              | 90388        | 2        |   3.28%       | [26, 120]
181123                              | 97659        | 2        |   3.28%       | [36, 68]
180811                              | 99054        | 2        |   3.28%       | [31, 41]
179909                              | 43773        | 2        |   3.28%       | [100, 110]
179689                              | 130023       | 2        |   3.28%       | [30, 38]
178643                              | 154062       | 2        |   3.28%       | [38, 95]
178361                              | 159796       | 2        |   3.28%       | [24, 90]
177691                              | 39303        | 2        |   3.28%       | [43, 55]
174829                              | 35410        | 2        |   3.28%       | [22, 49]
174821                              | 154666       | 2        |   3.28%       | [57, 66]
172399                              | 114856       | 2        |   3.28%       | [35, 48]
172331                              | 88454        | 2        |   3.28%       | [21, 115]
172097                              | 67499        | 2        |   3.28%       | [35, 67]
171317                              | 60056        | 2        |   3.28%       | [26, 53]
171271                              | 148046       | 2        |   3.28%       | [50, 56]
170827                              | 113899       | 2        |   3.28%       | [62, 95]
170179                              | 96498        | 2        |   3.28%       | [35, 41]
169583                              | 2563         | 2        |   3.28%       | [23, 59]
168913                              | 165441       | 2        |   3.28%       | [48, 75]
168533                              | 143572       | 2        |   3.28%       | [35, 120]
167597                              | 102519       | 2        |   3.28%       | [45, 52]
166841                              | 39817        | 2        |   3.28%       | [39, 57]
166669                              | 147622       | 2        |   3.28%       | [30, 80]
165799                              | 138510       | 2        |   3.28%       | [29, 57]
163781                              | 112362       | 2        |   3.28%       | [53, 125]
162451                              | 153227       | 2        |   3.28%       | [33, 49]
162221                              | 31791        | 2        |   3.28%       | [48, 49]
161807                              | 131142       | 2        |   3.28%       | [33, 39]
161527                              | 6383         | 2        |   3.28%       | [40, 62]
161047                              | 55219        | 2        |   3.28%       | [60, 61]
160883                              | 52188        | 2        |   3.28%       | [53, 65]
160441                              | 59586        | 2        |   3.28%       | [33, 125]
158771                              | 65283        | 2        |   3.28%       | [21, 40]
158657                              | 122610       | 2        |   3.28%       | [49, 54]
158393                              | 55075        | 2        |   3.28%       | [115, 125]
158357                              | 107579       | 2        |   3.28%       | [35, 40]
157127                              | 29291        | 2        |   3.28%       | [31, 40]
155731                              | 125161       | 2        |   3.28%       | [80, 100]
155231                              | 65762        | 2        |   3.28%       | [28, 34]
155081                              | 83649        | 2        |   3.28%       | [56, 68]
154871                              | 8318         | 2        |   3.28%       | [44, 59]
154333                              | 119985       | 2        |   3.28%       | [42, 55]
152953                              | 129281       | 2        |   3.28%       | [21, 69]
152837                              | 2215         | 2        |   3.28%       | [39, 120]
152063                              | 32811        | 2        |   3.28%       | [34, 65]
149489                              | 55643        | 2        |   3.28%       | [63, 90]
148061                              | 117491       | 2        |   3.28%       | [35, 38]
147937                              | 76401        | 2        |   3.28%       | [67, 69]
146989                              | 89309        | 2        |   3.28%       | [32, 125]
146849                              | 139054       | 2        |   3.28%       | [35, 52]
146197                              | 120008       | 2        |   3.28%       | [67, 100]
144451                              | 102037       | 2        |   3.28%       | [62, 67]
143291                              | 67258        | 2        |   3.28%       | [29, 42]
142271                              | 73530        | 2        |   3.28%       | [48, 67]
140521                              | 115488       | 2        |   3.28%       | [48, 68]
139871                              | 37594        | 2        |   3.28%       | [50, 58]
138587                              | 74171        | 2        |   3.28%       | [26, 75]
138403                              | 46981        | 2        |   3.28%       | [31, 105]
134777                              | 30367        | 2        |   3.28%       | [25, 85]
134333                              | 90771        | 2        |   3.28%       | [51, 90]
133303                              | 76           | 2        |   3.28%       | [23, 29]
132001                              | 39180        | 2        |   3.28%       | [38, 55]
131111                              | 88322        | 2        |   3.28%       | [45, 50]
131101                              | 36364        | 2        |   3.28%       | [44, 125]
128221                              | 125732       | 2        |   3.28%       | [35, 68]
127033                              | 38754        | 2        |   3.28%       | [37, 70]
126743                              | 42187        | 2        |   3.28%       | [63, 69]
126487                              | 45915        | 2        |   3.28%       | [25, 80]
123203                              | 104929       | 2        |   3.28%       | [30, 56]
122389                              | 113257       | 2        |   3.28%       | [28, 43]
122323                              | 71751        | 2        |   3.28%       | [22, 68]
122251                              | 83069        | 2        |   3.28%       | [62, 125]
120209                              | 69188        | 2        |   3.28%       | [23, 50]
120041                              | 12707        | 2        |   3.28%       | [115, 120]
118247                              | 75138        | 2        |   3.28%       | [31, 75]
116639                              | 111476       | 2        |   3.28%       | [40, 51]
116201                              | 67513        | 2        |   3.28%       | [44, 66]
115057                              | 48532        | 2        |   3.28%       | [47, 59]
113027                              | 45359        | 2        |   3.28%       | [36, 65]
111263                              | 26480        | 2        |   3.28%       | [50, 67]
110899                              | 44896        | 2        |   3.28%       | [61, 115]
110603                              | 5968         | 2        |   3.28%       | [37, 45]
108751                              | 108575       | 2        |   3.28%       | [42, 67]
108421                              | 8683         | 2        |   3.28%       | [24, 25]
108347                              | 22909        | 2        |   3.28%       | [38, 43]
108061                              | 57942        | 2        |   3.28%       | [28, 66]
107621                              | 25993        | 2        |   3.28%       | [58, 61]
106207                              | 6245         | 2        |   3.28%       | [21, 105]
104999                              | 87851        | 2        |   3.28%       | [66, 80]
104773                              | 45833        | 2        |   3.28%       | [23, 80]
103801                              | 3917         | 2        |   3.28%       | [57, 63]
103681                              | 46498        | 2        |   3.28%       | [32, 51]
103457                              | 51409        | 2        |   3.28%       | [80, 85]
102481                              | 63798        | 2        |   3.28%       | [75, 120]
100361                              | 44823        | 2        |   3.28%       | [56, 58]
99497                               | 75576        | 2        |   3.28%       | [57, 120]
99089                               | 60170        | 2        |   3.28%       | [30, 54]
98299                               | 42170        | 2        |   3.28%       | [29, 69]
98207                               | 75150        | 2        |   3.28%       | [55, 100]
97369                               | 15150        | 2        |   3.28%       | [39, 60]
96457                               | 11779        | 2        |   3.28%       | [31, 64]
96281                               | 71841        | 2        |   3.28%       | [40, 52]
94543                               | 79144        | 2        |   3.28%       | [41, 90]
94397                               | 80742        | 2        |   3.28%       | [33, 100]
93719                               | 55070        | 2        |   3.28%       | [54, 66]
92821                               | 39299        | 2        |   3.28%       | [36, 55]
92801                               | 25847        | 2        |   3.28%       | [63, 100]
91873                               | 64821        | 2        |   3.28%       | [34, 110]
91811                               | 90142        | 2        |   3.28%       | [23, 105]
91571                               | 21292        | 2        |   3.28%       | [32, 57]
91193                               | 87615        | 2        |   3.28%       | [46, 61]
91019                               | 70081        | 2        |   3.28%       | [58, 85]
87541                               | 45100        | 2        |   3.28%       | [33, 37]
87011                               | 57742        | 2        |   3.28%       | [32, 115]
86719                               | 79330        | 2        |   3.28%       | [26, 85]
85711                               | 25809        | 2        |   3.28%       | [33, 115]
85517                               | 51486        | 2        |   3.28%       | [48, 50]
84919                               | 20864        | 2        |   3.28%       | [26, 42]
84697                               | 46915        | 2        |   3.28%       | [58, 62]
83777                               | 70601        | 2        |   3.28%       | [51, 95]
82913                               | 77901        | 2        |   3.28%       | [40, 64]
82781                               | 82275        | 2        |   3.28%       | [31, 40]
82339                               | 82089        | 2        |   3.28%       | [23, 56]
81439                               | 29014        | 2        |   3.28%       | [29, 85]
80909                               | 64322        | 2        |   3.28%       | [56, 80]
80761                               | 23015        | 2        |   3.28%       | [33, 49]
80527                               | 57137        | 2        |   3.28%       | [45, 57]
79427                               | 45737        | 2        |   3.28%       | [57, 115]
79301                               | 18509        | 2        |   3.28%       | [56, 67]
76963                               | 72575        | 2        |   3.28%       | [41, 52]
76753                               | 5824         | 2        |   3.28%       | [67, 70]
75329                               | 11047        | 2        |   3.28%       | [27, 115]
74719                               | 54875        | 2        |   3.28%       | [33, 36]
74573                               | 47824        | 2        |   3.28%       | [42, 58]
74201                               | 54833        | 2        |   3.28%       | [27, 115]
74143                               | 4425         | 2        |   3.28%       | [32, 53]
73483                               | 31851        | 2        |   3.28%       | [42, 45]
72559                               | 26759        | 2        |   3.28%       | [33, 120]
71999                               | 27108        | 2        |   3.28%       | [45, 125]
71429                               | 13028        | 2        |   3.28%       | [30, 61]
71167                               | 51160        | 2        |   3.28%       | [51, 63]
71023                               | 36189        | 2        |   3.28%       | [21, 36]
70663                               | 56696        | 2        |   3.28%       | [46, 70]
70379                               | 69760        | 2        |   3.28%       | [48, 53]
69779                               | 54324        | 2        |   3.28%       | [60, 65]
68713                               | 26988        | 2        |   3.28%       | [35, 50]
68711                               | 33450        | 2        |   3.28%       | [67, 85]
68539                               | 60326        | 2        |   3.28%       | [22, 41]
68501                               | 1030         | 2        |   3.28%       | [46, 90]
68059                               | 17964        | 2        |   3.28%       | [23, 53]
68041                               | 38021        | 2        |   3.28%       | [26, 53]
67957                               | 26328        | 2        |   3.28%       | [23, 90]
67777                               | 66498        | 2        |   3.28%       | [46, 56]
67567                               | 5301         | 2        |   3.28%       | [63, 68]
67349                               | 14833        | 2        |   3.28%       | [37, 57]
66791                               | 56578        | 2        |   3.28%       | [46, 90]
66571                               | 11808        | 2        |   3.28%       | [22, 59]
66553                               | 48992        | 2        |   3.28%       | [49, 57]
66041                               | 51632        | 2        |   3.28%       | [40, 70]
65993                               | 11452        | 2        |   3.28%       | [63, 64]
65323                               | 13516        | 2        |   3.28%       | [30, 60]
64301                               | 26912        | 2        |   3.28%       | [33, 38]
63761                               | 26456        | 2        |   3.28%       | [21, 85]
63473                               | 20305        | 2        |   3.28%       | [24, 105]
63421                               | 38572        | 2        |   3.28%       | [33, 67]
62827                               | 12853        | 2        |   3.28%       | [25, 34]
62633                               | 35102        | 2        |   3.28%       | [45, 115]
62011                               | 9624         | 2        |   3.28%       | [25, 38]
61631                               | 28031        | 2        |   3.28%       | [25, 32]
61511                               | 10130        | 2        |   3.28%       | [37, 95]
61483                               | 8569         | 2        |   3.28%       | [47, 100]
61253                               | 49384        | 2        |   3.28%       | [56, 69]
61091                               | 40472        | 2        |   3.28%       | [56, 75]
60373                               | 20667        | 2        |   3.28%       | [32, 37]
59659                               | 28631        | 2        |   3.28%       | [53, 95]
59561                               | 35571        | 2        |   3.28%       | [47, 58]
58661                               | 49001        | 2        |   3.28%       | [42, 53]
58109                               | 10385        | 2        |   3.28%       | [21, 35]
57649                               | 30520        | 2        |   3.28%       | [33, 59]
57559                               | 31525        | 2        |   3.28%       | [25, 125]
56911                               | 1758         | 2        |   3.28%       | [33, 59]
56747                               | 15238        | 2        |   3.28%       | [49, 62]
56383                               | 16237        | 2        |   3.28%       | [28, 90]
56207                               | 54363        | 2        |   3.28%       | [40, 47]
55949                               | 49143        | 2        |   3.28%       | [56, 90]
55823                               | 25428        | 2        |   3.28%       | [21, 45]
55609                               | 8087         | 2        |   3.28%       | [38, 63]
55579                               | 37702        | 2        |   3.28%       | [43, 67]
55339                               | 32845        | 2        |   3.28%       | [36, 69]
54713                               | 44714        | 2        |   3.28%       | [26, 35]
54367                               | 29418        | 2        |   3.28%       | [33, 38]
54287                               | 10398        | 2        |   3.28%       | [50, 80]
53437                               | 14481        | 2        |   3.28%       | [57, 67]
53201                               | 51865        | 2        |   3.28%       | [30, 120]
53051                               | 20980        | 2        |   3.28%       | [36, 100]
52837                               | 22744        | 2        |   3.28%       | [40, 105]
52711                               | 29444        | 2        |   3.28%       | [56, 95]
51599                               | 47826        | 2        |   3.28%       | [63, 95]
51193                               | 1842         | 2        |   3.28%       | [54, 95]
50543                               | 12621        | 2        |   3.28%       | [30, 80]
50513                               | 3341         | 2        |   3.28%       | [42, 100]
50513                               | 21089        | 2        |   3.28%       | [85, 95]
50387                               | 39857        | 2        |   3.28%       | [69, 100]
50261                               | 24085        | 2        |   3.28%       | [33, 80]
50123                               | 24831        | 2        |   3.28%       | [53, 80]
50069                               | 9718         | 2        |   3.28%       | [32, 67]
49871                               | 28588        | 2        |   3.28%       | [37, 90]
49409                               | 24733        | 2        |   3.28%       | [32, 85]
49297                               | 22878        | 2        |   3.28%       | [29, 48]
48761                               | 26213        | 2        |   3.28%       | [32, 54]
48539                               | 821          | 2        |   3.28%       | [42, 44]
48313                               | 31402        | 2        |   3.28%       | [24, 100]
47701                               | 16852        | 2        |   3.28%       | [61, 64]
47507                               | 30867        | 2        |   3.28%       | [56, 125]
47507                               | 6643         | 2        |   3.28%       | [65, 90]
47119                               | 20755        | 2        |   3.28%       | [42, 105]
47087                               | 7544         | 2        |   3.28%       | [39, 64]
46853                               | 45494        | 2        |   3.28%       | [54, 69]
46447                               | 32051        | 2        |   3.28%       | [52, 59]
45553                               | 6067         | 2        |   3.28%       | [28, 57]
45247                               | 19447        | 2        |   3.28%       | [48, 90]
44641                               | 16556        | 2        |   3.28%       | [22, 105]
44549                               | 42280        | 2        |   3.28%       | [44, 51]
44497                               | 24011        | 2        |   3.28%       | [34, 80]
43753                               | 13042        | 2        |   3.28%       | [47, 90]
43711                               | 32407        | 2        |   3.28%       | [37, 59]
43661                               | 3642         | 2        |   3.28%       | [32, 65]
43261                               | 33734        | 2        |   3.28%       | [27, 31]
43049                               | 29071        | 2        |   3.28%       | [56, 66]
42751                               | 22577        | 2        |   3.28%       | [35, 59]
42487                               | 4928         | 2        |   3.28%       | [42, 59]
42409                               | 32590        | 2        |   3.28%       | [27, 50]
42193                               | 37940        | 2        |   3.28%       | [31, 45]
42061                               | 15490        | 2        |   3.28%       | [48, 67]
41999                               | 31593        | 2        |   3.28%       | [37, 42]
41351                               | 17704        | 2        |   3.28%       | [29, 70]
41057                               | 32881        | 2        |   3.28%       | [40, 43]
40693                               | 14374        | 2        |   3.28%       | [68, 90]
40583                               | 4361         | 2        |   3.28%       | [22, 28]
40559                               | 10769        | 2        |   3.28%       | [53, 63]
40493                               | 10079        | 2        |   3.28%       | [32, 42]
40493                               | 6470         | 2        |   3.28%       | [38, 53]
40189                               | 37936        | 2        |   3.28%       | [57, 115]
40031                               | 14884        | 2        |   3.28%       | [41, 42]
40013                               | 27543        | 2        |   3.28%       | [45, 49]
39857                               | 11515        | 2        |   3.28%       | [31, 65]
39839                               | 25886        | 2        |   3.28%       | [43, 64]
39359                               | 23282        | 2        |   3.28%       | [24, 43]
39343                               | 19106        | 2        |   3.28%       | [27, 51]
38903                               | 1250         | 2        |   3.28%       | [25, 60]
38281                               | 14522        | 2        |   3.28%       | [37, 52]
38153                               | 9390         | 2        |   3.28%       | [80, 85]
38039                               | 24058        | 2        |   3.28%       | [34, 38]
37963                               | 8260         | 2        |   3.28%       | [28, 49]
36629                               | 31858        | 2        |   3.28%       | [36, 44]
36473                               | 16516        | 2        |   3.28%       | [29, 36]
36277                               | 12144        | 2        |   3.28%       | [23, 80]
36241                               | 11900        | 2        |   3.28%       | [31, 50]
35729                               | 4949         | 2        |   3.28%       | [28, 47]
35521                               | 2917         | 2        |   3.28%       | [37, 120]
35449                               | 5245         | 2        |   3.28%       | [25, 40]
35353                               | 8838         | 2        |   3.28%       | [59, 64]
35267                               | 27909        | 2        |   3.28%       | [32, 49]
35117                               | 19618        | 2        |   3.28%       | [115, 120]
35083                               | 25300        | 2        |   3.28%       | [45, 67]
34897                               | 24296        | 2        |   3.28%       | [33, 57]
34361                               | 27144        | 2        |   3.28%       | [25, 28]
34327                               | 26760        | 2        |   3.28%       | [21, 62]
33889                               | 14801        | 2        |   3.28%       | [51, 64]
33767                               | 5157         | 2        |   3.28%       | [26, 56]
33641                               | 21250        | 2        |   3.28%       | [68, 70]
33623                               | 33245        | 2        |   3.28%       | [41, 48]
33623                               | 7364         | 2        |   3.28%       | [62, 65]
33617                               | 1820         | 2        |   3.28%       | [44, 60]
33331                               | 9536         | 2        |   3.28%       | [42, 64]
33197                               | 21706        | 2        |   3.28%       | [23, 25]
33091                               | 31331        | 2        |   3.28%       | [60, 62]
32719                               | 16126        | 2        |   3.28%       | [55, 100]
32237                               | 16750        | 2        |   3.28%       | [34, 46]
32213                               | 25687        | 2        |   3.28%       | [75, 105]
32069                               | 28786        | 2        |   3.28%       | [35, 95]
31981                               | 25631        | 2        |   3.28%       | [28, 48]
31963                               | 5567         | 2        |   3.28%       | [36, 100]
31963                               | 16218        | 2        |   3.28%       | [46, 80]
31723                               | 4469         | 2        |   3.28%       | [32, 100]
31183                               | 23408        | 2        |   3.28%       | [33, 49]
31069                               | 12883        | 2        |   3.28%       | [35, 43]
30689                               | 12001        | 2        |   3.28%       | [52, 64]
30109                               | 12942        | 2        |   3.28%       | [53, 68]
30013                               | 3610         | 2        |   3.28%       | [42, 48]
29761                               | 7868         | 2        |   3.28%       | [47, 90]
29389                               | 19035        | 2        |   3.28%       | [21, 65]
29389                               | 1927         | 2        |   3.28%       | [41, 80]
29231                               | 14546        | 2        |   3.28%       | [32, 35]
29207                               | 25394        | 2        |   3.28%       | [43, 50]
29059                               | 19474        | 2        |   3.28%       | [23, 56]
28841                               | 23622        | 2        |   3.28%       | [21, 35]
28603                               | 12703        | 2        |   3.28%       | [45, 110]
28493                               | 9189         | 2        |   3.28%       | [45, 70]
28433                               | 22038        | 2        |   3.28%       | [22, 62]
28387                               | 8080         | 2        |   3.28%       | [24, 34]
28277                               | 13906        | 2        |   3.28%       | [43, 57]
28109                               | 540          | 2        |   3.28%       | [57, 105]
27917                               | 2771         | 2        |   3.28%       | [27, 60]
27847                               | 5278         | 2        |   3.28%       | [32, 43]
27791                               | 2820         | 2        |   3.28%       | [49, 54]
27751                               | 13755        | 2        |   3.28%       | [66, 125]
27737                               | 19175        | 2        |   3.28%       | [56, 125]
27611                               | 3674         | 2        |   3.28%       | [65, 80]
26863                               | 11504        | 2        |   3.28%       | [42, 61]
26737                               | 4767         | 2        |   3.28%       | [31, 56]
26737                               | 13975        | 2        |   3.28%       | [50, 64]
26687                               | 22522        | 2        |   3.28%       | [32, 75]
26597                               | 3168         | 2        |   3.28%       | [21, 27]
26387                               | 2947         | 2        |   3.28%       | [64, 115]
26347                               | 5011         | 2        |   3.28%       | [36, 49]
26177                               | 5149         | 2        |   3.28%       | [24, 34]
26119                               | 25973        | 2        |   3.28%       | [54, 105]
25951                               | 20518        | 2        |   3.28%       | [47, 61]
25943                               | 25695        | 2        |   3.28%       | [33, 37]
25939                               | 21973        | 2        |   3.28%       | [21, 66]
25657                               | 19879        | 2        |   3.28%       | [36, 75]
25633                               | 8442         | 2        |   3.28%       | [22, 44]
25447                               | 15023        | 2        |   3.28%       | [46, 63]
25423                               | 8494         | 2        |   3.28%       | [25, 44]
25411                               | 10163        | 2        |   3.28%       | [46, 90]
25163                               | 8422         | 2        |   3.28%       | [43, 95]
25033                               | 18433        | 2        |   3.28%       | [52, 105]
24923                               | 20748        | 2        |   3.28%       | [27, 75]
24919                               | 11374        | 2        |   3.28%       | [29, 54]
24767                               | 19966        | 2        |   3.28%       | [37, 80]
24509                               | 20361        | 2        |   3.28%       | [32, 100]
24379                               | 3039         | 2        |   3.28%       | [26, 120]
24371                               | 4253         | 2        |   3.28%       | [39, 64]
24203                               | 9371         | 2        |   3.28%       | [35, 95]
24049                               | 1846         | 2        |   3.28%       | [27, 32]
23981                               | 4533         | 2        |   3.28%       | [52, 59]
23971                               | 22105        | 2        |   3.28%       | [24, 55]
23827                               | 23296        | 2        |   3.28%       | [85, 90]
23789                               | 9602         | 2        |   3.28%       | [50, 60]
23677                               | 135          | 2        |   3.28%       | [67, 69]
23669                               | 5196         | 2        |   3.28%       | [49, 105]
23593                               | 13461        | 2        |   3.28%       | [45, 61]
23593                               | 7435         | 2        |   3.28%       | [56, 85]
23279                               | 18284        | 2        |   3.28%       | [42, 110]
23279                               | 2854         | 2        |   3.28%       | [49, 62]
23063                               | 7694         | 2        |   3.28%       | [57, 75]
22921                               | 7524         | 2        |   3.28%       | [46, 125]
22859                               | 5696         | 2        |   3.28%       | [59, 63]
22811                               | 18026        | 2        |   3.28%       | [65, 80]
22549                               | 13164        | 2        |   3.28%       | [29, 95]
22453                               | 1700         | 2        |   3.28%       | [52, 90]
22381                               | 18721        | 2        |   3.28%       | [56, 80]
22343                               | 1981         | 2        |   3.28%       | [21, 55]
22229                               | 17204        | 2        |   3.28%       | [52, 105]
22123                               | 18055        | 2        |   3.28%       | [43, 55]
22111                               | 14601        | 2        |   3.28%       | [65, 66]
22091                               | 17948        | 2        |   3.28%       | [37, 105]
21937                               | 19020        | 2        |   3.28%       | [37, 75]
21841                               | 7506         | 2        |   3.28%       | [23, 28]
21611                               | 6939         | 2        |   3.28%       | [50, 68]
21587                               | 2551         | 2        |   3.28%       | [49, 110]
21491                               | 21430        | 2        |   3.28%       | [37, 41]
21397                               | 13422        | 2        |   3.28%       | [36, 43]
21391                               | 3951         | 2        |   3.28%       | [45, 85]
21347                               | 16475        | 2        |   3.28%       | [50, 100]
21191                               | 3402         | 2        |   3.28%       | [41, 120]
21143                               | 1301         | 2        |   3.28%       | [41, 43]
20759                               | 9736         | 2        |   3.28%       | [39, 105]
20611                               | 5165         | 2        |   3.28%       | [41, 53]
20399                               | 4182         | 2        |   3.28%       | [53, 110]
20357                               | 3926         | 2        |   3.28%       | [55, 100]
20297                               | 7044         | 2        |   3.28%       | [32, 61]
20269                               | 13597        | 2        |   3.28%       | [33, 41]
20231                               | 20201        | 2        |   3.28%       | [40, 54]
20129                               | 15146        | 2        |   3.28%       | [31, 58]
20011                               | 2496         | 2        |   3.28%       | [46, 68]
19889                               | 16455        | 2        |   3.28%       | [50, 64]
19843                               | 9205         | 2        |   3.28%       | [48, 125]
19793                               | 783          | 2        |   3.28%       | [41, 49]
19763                               | 5470         | 2        |   3.28%       | [52, 65]
19739                               | 15515        | 2        |   3.28%       | [21, 38]
19543                               | 9197         | 2        |   3.28%       | [75, 95]
19429                               | 11145        | 2        |   3.28%       | [43, 85]
19427                               | 1557         | 2        |   3.28%       | [35, 41]
19381                               | 4563         | 2        |   3.28%       | [28, 37]
19259                               | 16633        | 2        |   3.28%       | [26, 27]
19141                               | 6339         | 2        |   3.28%       | [36, 63]
19013                               | 10052        | 2        |   3.28%       | [51, 80]
18773                               | 3297         | 2        |   3.28%       | [26, 115]
18503                               | 3679         | 2        |   3.28%       | [31, 68]
18503                               | 11311        | 2        |   3.28%       | [55, 100]
18457                               | 14437        | 2        |   3.28%       | [38, 62]
18217                               | 8428         | 2        |   3.28%       | [43, 80]
18181                               | 7392         | 2        |   3.28%       | [75, 85]
18133                               | 17430        | 2        |   3.28%       | [40, 95]
18061                               | 6675         | 2        |   3.28%       | [37, 52]
17977                               | 11083        | 2        |   3.28%       | [42, 44]
17971                               | 1148         | 2        |   3.28%       | [58, 110]
17947                               | 1768         | 2        |   3.28%       | [41, 54]
17807                               | 13119        | 2        |   3.28%       | [51, 57]
17749                               | 7867         | 2        |   3.28%       | [23, 52]
17737                               | 3211         | 2        |   3.28%       | [53, 75]
17711                               | 16421        | 2        |   3.28%       | [27, 32]
17483                               | 22           | 2        |   3.28%       | [37, 63]
17471                               | 8327         | 2        |   3.28%       | [65, 120]
17467                               | 15914        | 2        |   3.28%       | [29, 34]
17431                               | 5701         | 2        |   3.28%       | [42, 67]
17383                               | 8805         | 2        |   3.28%       | [63, 85]
17359                               | 5841         | 2        |   3.28%       | [28, 47]
17351                               | 10397        | 2        |   3.28%       | [25, 49]
17209                               | 5877         | 2        |   3.28%       | [23, 68]
